case_id,rank,query_concept,support_concept,query_mapped,support_mapped,a_prior,e_posterior,delta,student_support_mastery_logit,student_support_recent_logit,student_support_count,item_prior,seq_prior,source,is_self
E01_row23404,1,C64,C13,63,13,0.12288105441257358,0.4451780766248703,0.3222970222122967,-1.8043462038040161,-1.5145823955535889,25.0,0.2888889014720917,0.02058751881122589,item+seq,0
E01_row23404,1,C64,C21,63,20,0.45148943923413754,0.20339889475144446,-0.24809054448269308,-0.8308823704719543,-0.3963940739631653,67.0,0.04444444552063942,0.22643396258354187,item+seq,0
E01_row23404,1,C64,C69,63,68,0.12814047141000628,0.19461891613900661,0.06647844472900033,-1.587018370628357,-1.4639567136764526,20.0,0.04444444552063942,0.017972618341445923,item+seq,0
E01_row23404,1,C64,C64,63,63,0.050000001676380634,0.04833597503602505,-0.001664026640355587,-1.52871835231781,-1.5508780479431152,16.0,0.0,0.0,self,1
E01_row23404,1,C64,C33,63,32,0.032678751507773995,0.031411427073180676,-0.00126732443459332,-1.4844701290130615,-1.5076773166656494,16.0,0.02222222276031971,0.017350880429148674,item+seq,0
E01_row23404,1,C64,C75,63,74,0.0191673158260528,0.016046867705881596,-0.003120448120171204,-0.9026094079017639,-0.8715177178382874,10.0,0.06666667014360428,0.007555229589343071,item+seq,0
E01_row23404,1,C64,C52,63,51,0.02469958842266351,0.010352063894970343,-0.014347524527693167,-0.23194187879562378,-0.2358425259590149,6.0,0.08888889104127884,0.009468980133533478,item+seq,0
E01_row23404,1,C64,C37,63,36,0.014834669069387019,0.01017189328558743,-0.004662775783799589,-1.1363617181777954,-1.278110146522522,15.0,0.06666667014360428,0.029312584549188614,item+seq,0
E02_row57175,2,C40,C11,39,11,0.17426278814673424,0.5097631216049194,0.3355003334581852,-0.7273094654083252,-1.061261534690857,13.0,0.1538461595773697,0.018917478621006012,item+seq,0
E02_row57175,2,C40,C7,39,7,0.5873785465955734,0.15215594694018364,-0.4352225996553898,-0.08043824136257172,0.02643534541130066,8.0,0.23076921701431274,0.027957454323768616,item+seq,0
E02_row57175,2,C40,C54,39,53,0.028543070890009403,0.14666268043220043,0.11811960954219103,-0.8521347641944885,-1.0223535299301147,10.0,0.23076921701431274,0.007857589051127434,item+seq,0
E02_row57175,2,C40,C49,39,48,0.03221468022093177,0.07358900364488363,0.041374323423951864,0.22736987471580505,0.5192604660987854,1.0,0.07692307978868484,0.00788678415119648,item+seq,0
E02_row57175,2,C40,C35,39,34,0.03343289718031883,0.07150931656360626,0.03807641938328743,-0.5851329565048218,-0.27124664187431335,17.0,0.07692307978868484,0.017381716519594193,item+seq,0
E02_row57175,2,C40,C40,39,39,0.05000000260770321,0.022433938458561897,-0.02756606414914131,-0.536653995513916,-0.6493588089942932,7.0,0.0,0.0,self,1
E02_row57175,2,C40,C25,39,24,0.07867093198001385,0.016911455430090427,-0.06175947654992342,0.10395771265029907,-0.03134649991989136,12.0,0.07692307978868484,0.01467183604836464,item+seq,0
E02_row57175,2,C40,C3,39,3,0.015178435249254107,0.006028188858181238,-0.00915024639107287,-0.35255247354507446,-0.4432811737060547,5.0,0.07692307978868484,0.003515967633575201,item+seq,0
E03_row48786,3,C58,C11,57,11,0.06958131864666939,0.34949661791324615,0.27991529926657677,-1.323042631149292,-1.4613558053970337,13.0,0.1034482792019844,0.023909812793135643,item+seq,0
E03_row48786,3,C58,C14,57,14,0.32813729881308973,0.17541512264870107,-0.15272217616438866,-0.78338623046875,-1.2094120979309082,5.0,0.03448275849223137,0.05000869557261467,item+seq,0
E03_row48786,3,C58,C21,57,20,0.36447343695908785,0.1621469064266421,-0.20232653053244576,-0.6416656970977783,-0.8341527581214905,14.0,0.24137930572032928,0.08908572047948837,item+seq,0
E03_row48786,3,C58,C10,57,10,0.10946819558739662,0.1286323368549347,0.01916414126753807,-1.0828723907470703,-1.2714817523956299,15.0,0.03448275849223137,0.02582111954689026,item+seq,0
E03_row48786,3,C58,C25,57,24,0.019645280903205276,0.07825957424938679,0.05861429334618151,-1.0991883277893066,-1.3501558303833008,10.0,0.03448275849223137,0.013868240639567375,item+seq,0
E03_row48786,3,C58,C53,57,52,0.006510089646326378,0.025662397441919893,0.019152307795593515,-0.6616815328598022,-1.0492122173309326,5.0,0.1034482792019844,0.003470516065135598,item+seq,0
E03_row48786,3,C58,C37,57,36,0.019485707627609372,0.021512278588488698,0.002026570960879326,-1.081137776374817,-1.3490151166915894,14.0,0.03448275849223137,0.030751874670386314,item+seq,0
E03_row48786,3,C58,C60,57,59,0.019260806846432388,0.018509324174374342,-0.0007514826720580459,-1.0217572450637817,-1.35443913936615,8.0,0.03448275849223137,0.025786003097891808,item+seq,0
