case_id,rank,stu_id,eval_row_id,query_concept,support_concept,query_mapped,support_mapped,a_prior,e_posterior,delta,student_support_mastery_logit,student_support_recent_logit,student_support_count,item_prior,seq_prior,source,is_self
EC01_row87731,1,3759,87731,C42,C211,8,58,0.5963733494281769,0.751432865858078,0.15505951642990112,2.0,1.5954060554504395,44.0,0.16713881492614746,0.04937561973929405,item+seq,0
EC01_row87731,1,3759,87731,C42,C212,8,59,0.13021617010235786,0.13869068026542664,0.008474510163068771,2.0,1.7486900091171265,36.0,0.12181302905082703,0.029901472851634026,item+seq,0
EC01_row87731,1,3759,87731,C42,C210,8,57,0.11389343813061714,0.054090834222733974,-0.05980260390788317,1.2948229312896729,1.3911938667297363,14.0,0.04249291867017746,0.013334940187633038,item+seq,0
EC01_row87731,1,3759,87731,C42,C144,8,35,0.0681675048545003,0.024700922891497612,-0.04346658196300268,2.0,1.5904512405395508,53.0,0.00566572230309248,0.0416986458003521,item+seq,0
EC01_row87731,1,3759,87731,C42,C42,8,8,0.050000001676380634,0.01657215505838394,-0.03342784661799669,2.0,1.6249991655349731,94.0,0.0,0.0,self,1
EC01_row87731,1,3759,87731,C42,C32,8,1,0.02117423014715314,0.007132211234420538,-0.014042018912732601,2.0,1.598575472831726,192.0,0.32861191034317017,0.16643474996089935,item+seq,0
EC01_row87731,1,3759,87731,C42,C33,8,2,0.016360904788598418,0.006091096205636859,-0.01026980858296156,1.9226245880126953,1.6254472732543945,25.0,0.00566572230309248,0.017272328957915306,item+seq,0
EC01_row87731,1,3759,87731,C42,C3,8,0,0.0038139732205308974,0.0012888956698589027,-0.0025250775506719947,2.0,1.6127513647079468,349.0,0.32861191034317017,0.2722775638103485,item+seq,0
EC02_row84297,2,3587,84297,C42,C211,8,58,0.5963733494281769,0.7507374584674835,0.15436410903930664,2.0,1.594621181488037,39.0,0.16713881492614746,0.04937561973929405,item+seq,0
EC02_row84297,2,3587,84297,C42,C212,8,59,0.13021617010235786,0.1358172856271267,0.005601115524768829,1.8493783473968506,1.7185157537460327,20.0,0.12181302905082703,0.029901472851634026,item+seq,0
EC02_row84297,2,3587,84297,C42,C210,8,57,0.11389343813061714,0.057588658295571804,-0.05630477983504534,0.9220680594444275,1.2379240989685059,8.0,0.04249291867017746,0.013334940187633038,item+seq,0
EC02_row84297,2,3587,84297,C42,C144,8,35,0.0681675048545003,0.024584699887782335,-0.04358280496671796,1.5983872413635254,1.4586141109466553,33.0,0.00566572230309248,0.0416986458003521,item+seq,0
EC02_row84297,2,3587,84297,C42,C42,8,8,0.050000001676380634,0.016633700113743544,-0.03336630156263709,2.0,1.6249834299087524,67.0,0.0,0.0,self,1
EC02_row84297,2,3587,84297,C42,C32,8,1,0.02117423014715314,0.007162459194660187,-0.014011770952492952,2.0,1.59853994846344,126.0,0.32861191034317017,0.16643474996089935,item+seq,0
EC02_row84297,2,3587,84297,C42,C33,8,2,0.016360904788598418,0.006182058015838265,-0.010178846772760153,1.3841348886489868,1.3989909887313843,24.0,0.00566572230309248,0.017272328957915306,item+seq,0
EC02_row84297,2,3587,84297,C42,C3,8,0,0.0038139732205308974,0.0012933645630255342,-0.0025206086575053632,1.9076379537582397,1.3189425468444824,157.0,0.32861191034317017,0.2722775638103485,item+seq,0
EC03_row94818,3,4091,94818,C42,C211,8,58,0.5963733494281769,0.7464332431554794,0.15005989372730255,1.7310081720352173,1.5694118738174438,21.0,0.16713881492614746,0.04937561973929405,item+seq,0
EC03_row94818,3,4091,94818,C42,C212,8,59,0.13021617010235786,0.1324716191738844,0.0022554490715265274,1.7142457962036133,1.6975041627883911,17.0,0.12181302905082703,0.029901472851634026,item+seq,0
EC03_row94818,3,4091,94818,C42,C210,8,57,0.11389343813061714,0.06461148336529732,-0.049281954765319824,0.6660603880882263,1.0550861358642578,5.0,0.04249291867017746,0.013334940187633038,item+seq,0
EC03_row94818,3,4091,94818,C42,C144,8,35,0.0681675048545003,0.024847155436873436,-0.04332034941762686,1.1630373001098633,0.05000486969947815,57.0,0.00566572230309248,0.0416986458003521,item+seq,0
EC03_row94818,3,4091,94818,C42,C42,8,8,0.050000001676380634,0.016883161384612322,-0.03311684029176831,2.0,1.6242578029632568,43.0,0.0,0.0,self,1
EC03_row94818,3,4091,94818,C42,C32,8,1,0.02117423014715314,0.007257748977281153,-0.013916481169871986,2.0,0.41370999813079834,147.0,0.32861191034317017,0.16643474996089935,item+seq,0
EC03_row94818,3,4091,94818,C42,C33,8,2,0.016360904788598418,0.006185552105307579,-0.01017535268329084,0.5404850840568542,0.6108943819999695,12.0,0.00566572230309248,0.017272328957915306,item+seq,0
EC03_row94818,3,4091,94818,C42,C3,8,0,0.0038139732205308974,0.001309694634983316,-0.0025042785855475813,2.0,0.7062335014343262,161.0,0.32861191034317017,0.2722775638103485,item+seq,0
