dataset,event_id,variant,mask_type,label,pred_prob,bce,query_concepts_mapped,masked_concepts,counterfactual_scope
assist_17,219,full,original,1.0,0.4362918734550476,0.8294438250745214,35,,student_concept_state_buffers
assist_17,219,full,target_concept_mask,1.0,0.446073055267334,0.8072725393281658,35,35,student_concept_state_buffers
assist_17,219,full,random_history_mask,1.0,0.4363063871860504,0.8294105595234453,35,45,student_concept_state_buffers
assist_17,474,full,original,0.0,0.40176957845687866,0.5137792789420873,2,,student_concept_state_buffers
assist_17,474,full,target_concept_mask,0.0,0.6150511503219604,0.954644811499874,2,2,student_concept_state_buffers
assist_17,474,full,random_history_mask,0.0,0.40176957845687866,0.5137792789420873,2,67,student_concept_state_buffers
assist_17,818,full,original,1.0,0.47924354672431946,0.7355463625110077,33,,student_concept_state_buffers
assist_17,818,full,target_concept_mask,1.0,0.5293158292770386,0.6361699945063538,33,33,student_concept_state_buffers
assist_17,818,full,random_history_mask,1.0,0.47972920536994934,0.734533489755052,33,34,student_concept_state_buffers
assist_17,843,full,original,1.0,0.7100573182106018,0.3424095823311698,20,,student_concept_state_buffers
assist_17,843,full,target_concept_mask,1.0,0.7937896847724915,0.23093673346125343,20,20,student_concept_state_buffers
assist_17,843,full,random_history_mask,1.0,0.7100573182106018,0.3424095823311698,20,58,student_concept_state_buffers
assist_17,867,full,original,1.0,0.15633253753185272,1.8557698896315118,5,,student_concept_state_buffers
assist_17,867,full,target_concept_mask,1.0,0.21492493152618408,1.5374664675156822,5,5,student_concept_state_buffers
assist_17,867,full,random_history_mask,1.0,0.15627993643283844,1.8561064155470877,5,12,student_concept_state_buffers
assist_17,976,full,original,1.0,0.17035308480262756,1.7698820264237547,57,,student_concept_state_buffers
assist_17,976,full,target_concept_mask,1.0,0.3545757234096527,1.0368333495873652,57,57,student_concept_state_buffers
assist_17,976,full,random_history_mask,1.0,0.1701379418373108,1.7711457483847808,57,26,student_concept_state_buffers
assist_17,1148,full,original,1.0,0.3959381878376007,0.9264971712303645,34,,student_concept_state_buffers
assist_17,1148,full,target_concept_mask,1.0,0.3807077705860138,0.9657232044912137,34,34,student_concept_state_buffers
assist_17,1148,full,random_history_mask,1.0,0.3968002498149872,0.9243222739975571,34,24,student_concept_state_buffers
assist_17,1162,full,original,0.0,0.35860344767570496,0.44410736697249165,20,,student_concept_state_buffers
assist_17,1162,full,target_concept_mask,0.0,0.43570494651794434,0.5721780198047114,20,20,student_concept_state_buffers
assist_17,1162,full,random_history_mask,0.0,0.35860344767570496,0.44410736697249165,20,66,student_concept_state_buffers
assist_17,1251,full,original,1.0,0.729644775390625,0.3151974723262461,58,,student_concept_state_buffers
assist_17,1251,full,target_concept_mask,1.0,0.7170047163963318,0.33267286044552963,58,58,student_concept_state_buffers
assist_17,1251,full,random_history_mask,1.0,0.7296476364135742,0.3151935512163629,58,14,student_concept_state_buffers
assist_17,1294,full,original,1.0,0.7321820855140686,0.31172604525187225,32,,student_concept_state_buffers
assist_17,1294,full,target_concept_mask,1.0,0.7804908752441406,0.24783223000576388,32,32,student_concept_state_buffers
assist_17,1294,full,random_history_mask,1.0,0.7321820855140686,0.31172604525187225,32,40,student_concept_state_buffers
assist_17,1357,full,original,1.0,0.7429853677749634,0.29707892789710727,7,,student_concept_state_buffers
assist_17,1357,full,target_concept_mask,1.0,0.8052405714988708,0.21661419962687076,7,7,student_concept_state_buffers
assist_17,1357,full,random_history_mask,1.0,0.7430875897407532,0.2969413546165573,7,24,student_concept_state_buffers
assist_17,1391,full,original,0.0,0.2130415290594101,0.23957980077460464,12,,student_concept_state_buffers
assist_17,1391,full,target_concept_mask,0.0,0.2483213245868683,0.2854463396817085,12,12,student_concept_state_buffers
assist_17,1391,full,random_history_mask,0.0,0.2130415290594101,0.23957980077460464,12,1,student_concept_state_buffers
assist_17,1875,full,original,1.0,0.6407832503318787,0.44506402225269465,85,,student_concept_state_buffers
assist_17,1875,full,target_concept_mask,1.0,0.6778383851051331,0.3888463895078239,85,85,student_concept_state_buffers
assist_17,1875,full,random_history_mask,1.0,0.64077228307724,0.4450811377882341,85,58,student_concept_state_buffers
assist_17,1878,full,original,0.0,0.0815378949046135,0.0850546325592455,68,,student_concept_state_buffers
assist_17,1878,full,target_concept_mask,0.0,0.08820948749780655,0.09234501649690299,68,68,student_concept_state_buffers
assist_17,1878,full,random_history_mask,0.0,0.0815378949046135,0.0850546325592455,68,51,student_concept_state_buffers
assist_17,1936,full,original,0.0,0.10826621949672699,0.11458764329848467,32,,student_concept_state_buffers
assist_17,1936,full,target_concept_mask,0.0,0.12762121856212616,0.13653156700698985,32,32,student_concept_state_buffers
assist_17,1936,full,random_history_mask,0.0,0.10826621949672699,0.11458764329848467,32,90,student_concept_state_buffers
