dataset,case_id,learner_rank,support_col_index,support_valid_mask,global_support_prob,posterior_prob,posterior_minus_global,gate_alpha,learner_id,mapped_student_id,eval_row_id,query_concept_id,support_concept_id,query_mastery,query_recent_mastery,support_mastery,support_recent_mastery,support_count,pred_global,pred_full,true_label,support_identical_check_passed,mean_pairwise_l1,mean_pairwise_js
assist_17,assist_17_Q14_S25,1,1,True,0.0004825216666793497,0.00036984840348618884,-0.00011267326319316088,0.16793859004974365,145,145,6447,14,2,-1.065467357635498,-1.4049335718154907,-0.429170161485672,-0.6741155385971069,9.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,2,True,0.09611280713055323,0.043922057242472896,-0.05219074988808033,0.16793859004974365,145,145,6447,14,4,-1.065467357635498,-1.4049335718154907,-0.5188884735107422,-0.8426307439804077,6.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,3,True,0.03997755090954449,0.019841273300189692,-0.020136277609354797,0.16793859004974365,145,145,6447,14,5,-1.065467357635498,-1.4049335718154907,-0.5774585604667664,-0.9784173369407654,4.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,4,True,0.24335278905008834,0.5998356495008268,0.35648286045073846,0.16793859004974365,145,145,6447,14,7,-1.065467357635498,-1.4049335718154907,-0.35536056756973267,-0.6738846302032471,6.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,5,True,0.11423788201771023,0.016712051411378253,-0.09752583060633198,0.16793859004974365,145,145,6447,14,10,-1.065467357635498,-1.4049335718154907,0.3723256587982178,0.3998051881790161,7.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,6,True,0.14930244511788238,0.08753246229406275,-0.061769982823819625,0.16793859004974365,145,145,6447,14,12,-1.065467357635498,-1.4049335718154907,-0.15811192989349365,-0.3762373924255371,1.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,7,True,9.565755970233702e-11,1.526499201140111e-08,1.516933445169877e-08,0.16793859004974365,145,145,6447,14,13,-1.065467357635498,-1.4049335718154907,0.025352150201797485,-0.05632790923118591,5.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,8,True,0.0500000006666283,0.022941234431399518,-0.02705876623522878,0.16793859004974365,145,145,6447,14,14,-1.065467357635498,-1.4049335718154907,-1.065467357635498,-1.4049335718154907,8.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,9,True,0.008036823581404843,0.001167429509132816,-0.006869394072272027,0.16793859004974365,145,145,6447,14,20,-1.065467357635498,-1.4049335718154907,0.37625932693481445,0.518099308013916,6.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,10,True,0.00032078123280985187,0.0006047604619102768,0.00028397922910042495,0.16793859004974365,145,145,6447,14,24,-1.065467357635498,-1.4049335718154907,-0.0493965744972229,-0.19139927625656128,3.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,11,True,0.0005761768106879339,0.0012760184163267822,0.0006998416056388483,0.16793859004974365,145,145,6447,14,26,-1.065467357635498,-1.4049335718154907,-0.18578344583511353,-0.519930362701416,8.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,12,True,0.004212403576034298,0.001135178610420102,-0.003077224965614196,0.16793859004974365,145,145,6447,14,28,-1.065467357635498,-1.4049335718154907,0.564826488494873,0.8345983028411865,5.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,13,True,1.0042625217175154e-13,1.4671380643512048e-08,1.4671280217259876e-08,0.16793859004974365,145,145,6447,14,32,-1.065467357635498,-1.4049335718154907,-0.2691071331501007,-0.5756111145019531,7.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,14,True,0.03698037000160218,0.07497520563147579,0.03799483562987361,0.16793859004974365,145,145,6447,14,33,-1.065467357635498,-1.4049335718154907,-0.4065167307853699,-0.3519117832183838,6.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,15,True,0.016828494585730446,0.014186430378760426,-0.0026420642069700205,0.16793859004974365,145,145,6447,14,34,-1.065467357635498,-1.4049335718154907,-0.8400777578353882,-1.2254761457443237,10.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,16,True,0.025373537053600147,0.01698411936700083,-0.008389417686599315,0.16793859004974365,145,145,6447,14,37,-1.065467357635498,-1.4049335718154907,0.540004551410675,0.9697504639625549,3.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,17,True,1.1229250054179525e-10,9.004102578539651e-09,8.891810077997856e-09,0.16793859004974365,145,145,6447,14,38,-1.065467357635498,-1.4049335718154907,0.09614160656929016,0.0978192389011383,8.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
assist_17,assist_17_Q14_S25,1,18,True,8.632790649335566e-11,1.9039400705470575e-08,1.895307279897722e-08,0.16793859004974365,145,145,6447,14,45,-1.065467357635498,-1.4049335718154907,-0.005995899438858032,-0.10057458281517029,5.0,0.2683456242084503,0.24123118817806244,1.0,True,0.7101772165855226,0.09977808740359853
