raw_row_id,stu_id,exer_id,cpt_seq,label,eval_row_id,mapped_student_id,mapped_exercise_id,q_count,label_eval,full_prob,full_logit,full_pred,full_abs_error,no_A_prob,no_A_pred,no_A_abs_error,a_gain,a_rescue,no_E_prob,no_E_pred,no_E_abs_error,e_gain,e_rescue,E_shuffle_prob,E_shuffle_pred,E_shuffle_abs_error,E_shuffle_gain,E_mean_prob,E_mean_pred,E_mean_abs_error,E_mean_gain,e_counterfactual_gain_min,e_counterfactual_rescue,selection_score,detail_pos,full_logit_detail,query_row_posterior_kl,query_row_posterior_delta_abs,query_row_personal_message_delta,query_row_global_readout_delta,roadmap_macro_logit,roadmap_item_logit,roadmap_sequence_logit,tutor_local_navigation_logit,tutor_route_mastery_logit,tutor_route_recent_logit,tutor_student_readiness_logit,tutor_gap_penalty_logit
40881,2059,14485,58,1,39811,1829,14339,1,1.0,0.6591466,0.6594936,1,0.34085339307785034,0.11219239,0,0.8878076076507568,0.5469542145729065,True,0.11633515,0,0.8836648464202881,0.5428114533424377,True,0.96898144,1,0.031018555164337158,-0.3098348379135132,0.9200114,1,0.07998859882354736,-0.260864794254303,-0.3098348379135132,False,0.566728612780571,899.0,0.659493625164032,0.07228483259677887,0.08860623836517334,0.0009932828834280372,0.0046765427105128765,0.3357880711555481,0.03961686044931412,0.020272817462682724,-0.7292732000350952,0.0,0.0,0.04045379161834717,0.0
42163,2243,248,82,1,40969,1976,248,1,1.0,0.8512998,1.7448319,1,0.14870017766952515,0.32026288,0,0.6797371208667755,0.5310369431972504,True,0.41968998,0,0.5803100168704987,0.4316098392009735,True,0.94690216,1,0.05309784412384033,-0.09560233354568481,0.9677439,1,0.032256126403808594,-0.11644405126571655,-0.11644405126571655,False,0.5565759378671646,9.0,1.744831919670105,0.06800450384616852,0.0808601826429367,0.0009331831824965775,0.004615383688360453,0.27297502756118774,0.0,0.01529297698289156,-0.29967963695526123,0.0,0.0,-0.05751602724194527,0.0
10567,508,10788,89,1,10377,469,10701,1,1.0,0.7432913,1.063146,1,0.25670868158340454,0.21039304,0,0.7896069586277008,0.5328982770442963,True,0.4803454,0,0.5196546018123627,0.26294592022895813,True,0.54175264,1,0.4582473635673523,0.20153868198394775,0.8205995,1,0.1794005036354065,-0.07730817794799805,-0.07730817794799805,False,0.5551970165967941,137.0,1.0631459951400757,0.07059586048126221,0.08414651453495026,0.0009550782851874828,0.0043486785143613815,0.22728106379508972,0.0,0.026168866083025932,0.31361764669418335,0.0,0.0,0.00038866623071953654,0.0
4663,130,2256,48,1,4592,118,2249,1,1.0,0.64550537,0.5993402,1,0.3544946312904358,0.12329669,0,0.8767033070325851,0.5222086757421494,True,0.1330343,0,0.8669656962156296,0.5124710649251938,True,0.84520507,1,0.15479493141174316,-0.19969969987869263,0.86271006,1,0.13728994131088257,-0.21720468997955322,-0.21720468997955322,False,0.5415738368034363,496.0,0.5993402004241943,0.0814325362443924,0.09073988348245621,0.0009601791389286518,0.004653887823224068,0.0038088858127593994,-0.05225143954157829,-0.006445647217333317,-1.4724295139312744,0.0,0.0,0.020393934100866318,0.0
7543,315,10562,"32,33",0,7398,282,10481,2,0.0,0.32960626,-0.7099664,0,0.3296062648296356,0.8291335,1,0.8291335105895996,0.499527245759964,True,0.7792935,1,0.7792934775352478,0.4496872127056122,True,0.5800265,1,0.5800265073776245,0.2504202425479889,0.7903869,1,0.7903869152069092,0.46078065037727356,0.2504202425479889,True,0.5396390578150749,230.0,-0.7099664211273193,0.07549379765987396,0.08748462796211243,0.000964690581895411,0.004368380177766085,0.48457473516464233,0.05433931201696396,0.006642318330705166,-1.2515313625335693,0.0,0.0,0.0005825373809784651,0.0
26841,948,6986,13,1,26453,886,6952,1,1.0,0.97114646,3.5162475,1,0.028853535652160645,0.46091464,0,0.5390853583812714,0.5102318227291107,True,0.319214,0,0.6807860136032104,0.6519324779510498,True,0.97596765,1,0.0240323543548584,-0.004821181297302246,0.98567736,1,0.014322638511657715,-0.01453089714050293,-0.01453089714050293,False,0.5393662166595459,853.0,3.516247510910034,0.06215355545282364,0.08169519156217575,0.0009541400941088796,0.004631677642464638,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,0.6071628928184509,0.0,0.0,0.0013635074719786644,0.0
34130,1437,4535,29,1,33435,1302,4515,1,1.0,0.7972747,1.3693473,1,0.20272529125213623,0.28228796,0,0.7177120447158813,0.5149867534637451,True,0.579808,1,0.42019200325012207,0.21746671199798584,False,0.96084344,1,0.039156556129455566,-0.16356873512268066,0.96055365,1,0.039446353912353516,-0.16327893733978271,-0.16356873512268066,False,0.538904994726181,667.0,1.369347333908081,0.07231107354164124,0.08687695860862732,0.0009557968587614596,0.004856537561863661,0.0021120309829711914,-0.03459309786558151,-0.0019527142867445946,-0.5281842350959778,0.0,0.0,0.0027007332537323236,0.0
40549,2012,9925,98,1,39519,1788,9861,1,1.0,0.61159825,0.45403552,1,0.38840174674987793,0.097790696,0,0.9022093042731285,0.5138075575232506,True,0.40610245,0,0.5938975512981415,0.20549580454826355,True,0.996799,1,0.003201007843017578,-0.38520073890686035,0.989422,1,0.010577976703643799,-0.37782377004623413,-0.38520073890686035,False,0.5321555051207543,607.0,0.45403552055358887,0.07228483259677887,0.08860623836517334,0.0009932828834280372,0.0046765427105128765,0.287905216217041,0.0,0.02632562816143036,-1.7057942152023315,0.0,0.0,0.009646589867770672,0.0
4702,130,7715,"1,24,44",1,4630,118,7675,3,1.0,0.83825934,1.6453333,1,0.16174066066741943,0.3516855,0,0.648314505815506,0.48657384514808655,True,0.32704693,0,0.6729530692100525,0.5112124085426331,True,0.91941607,1,0.08058393001556396,-0.08115673065185547,0.9417036,1,0.058296382427215576,-0.10344427824020386,-0.10344427824020386,False,0.531721625328064,534.0,1.6453332901000977,0.0814325362443924,0.09073988348245621,0.0009601791389286518,0.004653887823224068,-0.04411055147647858,-0.03812947869300842,0.0047225868329405785,-1.0836994647979736,0.0,0.0,0.008048580028116703,0.0
28122,1033,12121,66,1,27705,965,12010,1,1.0,0.78052646,1.2687371,1,0.21947354078292847,0.27333274,0,0.7266672551631927,0.5071937143802643,True,0.5609698,1,0.43903017044067383,0.21955662965774536,False,0.91237116,1,0.08762884140014648,-0.13184469938278198,0.86025757,1,0.1397424340248108,-0.07973110675811768,-0.13184469938278198,False,0.5306095081567764,57.0,1.2687370777130127,0.06756800413131714,0.08334168791770935,0.0009539414313621819,0.004551129415631294,-0.15821854770183563,-0.039811164140701294,0.01808975264430046,0.09760153293609619,0.0,0.0,0.0057401228696107864,0.0
4686,130,1428,48,1,4615,118,1422,1,1.0,0.663031,0.67683077,1,0.3369690179824829,0.16540414,0,0.8345958590507507,0.4976268410682678,True,0.17147155,0,0.8285284489393234,0.4915594309568405,True,0.85728735,1,0.14271265268325806,-0.19425636529922485,0.8737496,1,0.12625038623809814,-0.21071863174438477,-0.21071863174438477,False,0.5175177705287933,519.0,0.6768307685852051,0.0814325362443924,0.09073988348245621,0.0009601791389286518,0.004653887823224068,0.0038088858127593994,-0.05225143954157829,-0.006445647217333317,-1.2824362516403198,0.0,0.0,0.020393934100866318,0.0
46749,2437,6986,13,1,45312,2124,6952,1,1.0,0.9515255,2.9770281,1,0.04847449064254761,0.46572453,0,0.534275472164154,0.48580098152160645,True,0.3183443,0,0.6816557049751282,0.6331812143325806,True,0.9934875,1,0.0065125226974487305,-0.04196196794509888,0.9899026,1,0.010097384452819824,-0.03837710618972778,-0.04196196794509888,False,0.5143467468023301,256.0,2.9770281314849854,0.06316588819026947,0.0805618166923523,0.0009500005398876965,0.0047437031753361225,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,-0.08153782784938812,0.0,0.0,0.001390922931022942,0.0
33335,1397,14695,12,1,32648,1264,14542,1,1.0,0.8001305,1.38711,1,0.19986951351165771,0.32028767,0,0.679712325334549,0.47984281182289124,True,0.19337547,0,0.8066245317459106,0.6067550182342529,True,0.96457666,1,0.035423338413238525,-0.1644461750984192,0.964254,1,0.035745978355407715,-0.16412353515625,-0.1644461750984192,False,0.5038467264175415,904.0,1.3871099948883057,0.06292121112346649,0.0827665701508522,0.000962170772254467,0.0047469837591052055,-0.33821532130241394,-0.06392805278301239,-0.00914041232317686,-0.8165453672409058,0.0,0.0,-0.001620807801373303,0.0
28119,1032,15560,66,1,27702,964,15330,1,1.0,0.66483504,0.684916,1,0.33516496419906616,0.18728726,0,0.8127127438783646,0.4775477796792984,True,0.50275,1,0.4972500205039978,0.16208505630493164,False,0.92903435,1,0.07096564769744873,-0.26419931650161743,0.8883815,1,0.1116185188293457,-0.22354644536972046,-0.26419931650161743,False,0.4974928307533264,54.0,0.6849160194396973,0.06756800413131714,0.08334168791770935,0.0009539414313621819,0.004551129415631294,-0.15821854770183563,-0.039811164140701294,0.01808975264430046,-0.4518371820449829,0.0,0.0,0.0063817743211984634,0.0
40405,2002,1929,18,1,39385,1781,1923,1,1.0,0.7085293,0.888252,1,0.2914707064628601,0.23231025,0,0.7676897495985031,0.476219043135643,True,0.41679493,0,0.5832050740718842,0.29173436760902405,True,0.9578168,1,0.04218322038650513,-0.24928748607635498,0.9504372,1,0.049562811851501465,-0.24190789461135864,-0.24928748607635498,False,0.4974749219417572,473.0,0.8882520198822021,0.07228483259677887,0.08860623836517334,0.0009932828834280372,0.0046765427105128765,0.13629062473773956,0.0,0.008617319166660309,-0.6126033663749695,0.0,0.0,0.017234377562999725,0.0
4671,130,8500,"1,24,44",1,4600,118,8443,3,1.0,0.759288,1.1487801,1,0.2407119870185852,0.30515513,0,0.6948448717594147,0.45413288474082947,True,0.30191958,0,0.6980804204940796,0.4573684334754944,True,0.87271523,1,0.12728476524353027,-0.11342722177505493,0.90636635,1,0.09363365173339844,-0.14707833528518677,-0.14707833528518677,False,0.4969115251302719,504.0,1.148780107498169,0.0814325362443924,0.09073988348245621,0.0009601791389286518,0.004653887823224068,-0.04411055147647858,-0.03812947869300842,0.0047225868329405785,-1.2806041240692139,0.0,0.0,0.008048580028116703,0.0
