raw_row_id,stu_id,exer_id,cpt_seq,label,eval_row_id,mapped_student_id,mapped_exercise_id,q_count,label_eval,full_prob,full_logit,full_pred,full_abs_error,no_A_prob,no_A_pred,no_A_abs_error,a_gain,a_rescue,no_E_prob,no_E_pred,no_E_abs_error,e_gain,e_rescue,selection_score,detail_pos,full_logit_detail,query_row_posterior_kl,query_row_posterior_delta_abs,query_row_personal_message_delta,query_row_global_readout_delta,roadmap_macro_logit,roadmap_item_logit,roadmap_sequence_logit,tutor_local_navigation_logit,tutor_route_mastery_logit,tutor_route_recent_logit,tutor_student_readiness_logit,tutor_gap_penalty_logit
46694,2437,5230,13,1,45257,2124,5206,1,1.0,0.8976414,2.171289,1,0.10235857963562012,0.477451,0,0.5225490033626556,0.4201904237270355,True,0.2290456,0,0.7709544003009796,0.6685958206653595,True,0.6955250632762909,201.0,2.1712889671325684,0.06316588819026947,0.0805618166923523,0.0009500005398876965,0.0047437031753361225,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,-0.18668369948863983,0.0,0.0,0.001390922931022942,0.0
2137,47,5702,13,1,2114,46,5675,1,1.0,0.8063029,1.4261643,1,0.19369709491729736,0.3694083,0,0.6305916905403137,0.43689459562301636,True,0.14807406,0,0.8519259393215179,0.6582288444042206,True,0.6824179315567016,66.0,1.4261642694473267,0.0670357346534729,0.0828440710902214,0.0009679567301645875,0.004377835430204868,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,0.20932483673095703,0.0,0.0,0.00041102810064330697,0.0
26841,948,6986,13,1,26453,886,6952,1,1.0,0.97114646,3.5162475,1,0.028853535652160645,0.46091464,0,0.5390853583812714,0.5102318227291107,True,0.319214,0,0.6807860136032104,0.6519324779510498,True,0.681066871881485,853.0,3.516247510910034,0.06215355545282364,0.08169519156217575,0.0009541400941088796,0.004631677642464638,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,0.6071628928184509,0.0,0.0,0.0013635074719786644,0.0
46749,2437,6986,13,1,45312,2124,6952,1,1.0,0.9515255,2.9770281,1,0.04847449064254761,0.46572453,0,0.534275472164154,0.48580098152160645,True,0.3183443,0,0.6816557049751282,0.6331812143325806,True,0.6617269796133042,256.0,2.9770281314849854,0.06316588819026947,0.0805618166923523,0.0009500005398876965,0.0047437031753361225,-0.26662909984588623,-0.05816776677966118,0.02381991222500801,-0.08153782784938812,0.0,0.0,0.001390922931022942,0.0
33335,1397,14695,12,1,32648,1264,14542,1,1.0,0.8001305,1.38711,1,0.19986951351165771,0.32028767,0,0.679712325334549,0.47984281182289124,True,0.19337547,0,0.8066245317459106,0.6067550182342529,True,0.6307589328289032,904.0,1.3871099948883057,0.06292121112346649,0.0827665701508522,0.000962170772254467,0.0047469837591052055,-0.33821532130241394,-0.06392805278301239,-0.00914041232317686,-0.8165453672409058,0.0,0.0,-0.001620807801373303,0.0
42048,2226,1558,97,1,40858,1960,1552,1,1.0,0.8290795,1.5791177,1,0.1709204912185669,0.49889156,0,0.5011084377765656,0.33018794655799866,True,0.23686638,0,0.7631336152553558,0.5922131240367889,True,0.617085509300232,922.0,1.5791176557540894,0.06622741371393204,0.07875661551952362,0.0009261696832254529,0.004637286998331547,0.31996697187423706,0.0,0.014768657274544239,0.477779358625412,0.0,0.0,-0.0017437308561056852,0.0
32668,1334,1541,80,1,32008,1209,1535,1,1.0,0.832534,1.6036938,1,0.16746598482131958,0.4379425,0,0.5620574951171875,0.3945915102958679,True,0.24521491,0,0.7547850906848907,0.5873191058635712,True,0.6122951263189316,264.0,1.6036938428878784,0.06292121112346649,0.0827665701508522,0.000962170772254467,0.0047469837591052055,0.11546844244003296,-0.03757413104176521,0.017532188445329666,-0.6432857513427734,0.0,0.0,0.0022349930368363857,0.0
29624,1157,4569,44,1,29059,1061,4549,1,1.0,0.85623044,1.7843276,1,0.14376956224441528,0.60470814,1,0.39529186487197876,0.2515223026275635,False,0.28680065,0,0.7131993472576141,0.5694297850131989,True,0.5951166981458664,387.0,1.7843276262283325,0.09749237447977066,0.09995483607053757,0.0009719174122437835,0.004907374270260334,0.11600907146930695,-0.03237522765994072,0.022206882014870644,0.31871145963668823,0.0,0.0,0.006693154573440552,0.0
33286,1396,7180,97,1,32600,1263,7144,1,1.0,0.8982165,2.177563,1,0.10178351402282715,0.43432269,0,0.5656773149967194,0.4638938009738922,True,0.33576512,0,0.6642348766326904,0.5624513626098633,True,0.5893978571891785,856.0,2.177562952041626,0.06292121112346649,0.0827665701508522,0.000962170772254467,0.0047469837591052055,0.31996697187423706,0.0,0.014768657274544239,0.052284225821495056,0.0,0.0,-0.005167817231267691,0.0
38942,1860,12624,"1,44",1,37985,1658,12512,2,1.0,0.7279972,0.98448455,1,0.27200281620025635,0.4052037,0,0.5947962999343872,0.32279348373413086,True,0.1683159,0,0.8316840976476669,0.5596812814474106,True,0.5815211969614029,97.0,0.9844845533370972,0.07069870829582214,0.0885387659072876,0.0009934463305398822,0.004672253970056772,-0.00790657103061676,-0.036322541534900665,0.00835494976490736,-0.4735116958618164,0.0,0.0,0.005024763755500317,0.0
